Matrix A
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
1, 0.993681, 0.987425, 0.981291, 0.975338, 0.969616, 0.964172, 0.959041, 0.954257, 0.949836, 0.945795, 0.942135, 0.938854, 0.935942, 0.933383, 0.931156, 0.929239, 0.927603, 0.926222, 0.925067, 0.924111, 0.923328, 0.922693, 0.922182, 0.921777, 0.921457, 0.921209, 0.921017, 0.92087, 0.920759, 0.920676, 0.920615, 0.92057, 0.920537, 0.920514, 0.920497, 0.920485, 0.920477, 0.920471, 0.920467, 0.920465, 0.920463, 0.920462, 0.920461, 0.920461, 0.92046, 0.92046, 0.92046, 0.92046, 0.92046, 0.92046, 0.92046, 0.92046, 0.92046, 0.92046, 0.92046, 0.92046, 0.920461, 0.920461, 0.920462, 0.920463, 0.920465, 0.920467, 0.920471, 0.920477, 0.920485, 0.920497, 0.920514, 0.920537, 0.92057, 0.920615, 0.920676, 0.920759, 0.92087, 0.921017, 0.921209, 0.921457, 0.921777, 0.922182, 0.922693, 0.923328, 0.924111, 0.925067, 0.926222, 0.927603, 0.929239, 0.931156, 0.933383, 0.935942, 0.938854, 0.942135, 0.945795, 0.949836, 0.954257, 0.959041, 0.964172, 0.969616, 0.975338, 0.981291, 0.987425, 0.993681, 1, 
1, 0.987425, 0.974974, 0.962768, 0.950919, 0.939533, 0.928697, 0.918489, 0.908964, 0.900169, 0.892125, 0.884842, 0.878312, 0.872518, 0.867425, 0.862994, 0.859177, 0.855922, 0.853173, 0.850875, 0.848973, 0.847415, 0.84615, 0.845135, 0.844328, 0.843692, 0.843197, 0.842815, 0.842523, 0.842303, 0.842138, 0.842016, 0.841926, 0.841861, 0.841814, 0.841781, 0.841757, 0.841741, 0.84173, 0.841722, 0.841717, 0.841713, 0.841711, 0.84171, 0.841709, 0.841708, 0.841708, 0.841707, 0.841707, 0.841707, 0.841707, 0.841707, 0.841707, 0.841707, 0.841707, 0.841708, 0.841708, 0.841709, 0.84171, 0.841711, 0.841713, 0.841717, 0.841722, 0.84173, 0.841741, 0.841757, 0.841781, 0.841814, 0.841861, 0.841926, 0.842016, 0.842138, 0.842303, 0.842523, 0.842815, 0.843197, 0.843692, 0.844328, 0.845135, 0.84615, 0.847415, 0.848973, 0.850875, 0.853173, 0.855922, 0.859177, 0.862994, 0.867425, 0.872518, 0.878312, 0.884842, 0.892125, 0.900169, 0.908964, 0.918489, 0.928697, 0.939533, 0.950919, 0.962768, 0.974974, 0.987425, 1, 
1, 0.981291, 0.962768, 0.944607, 0.926981, 0.91004, 0.89392, 0.878731, 0.864565, 0.851477, 0.839512, 0.828675, 0.818963, 0.810341, 0.802766, 0.796173, 0.790495, 0.785652, 0.781563, 0.778144, 0.775315, 0.772996, 0.771116, 0.769605, 0.768405, 0.767459, 0.766723, 0.766154, 0.76572, 0.765392, 0.765147, 0.764965, 0.764832, 0.764735, 0.764665, 0.764616, 0.764581, 0.764557, 0.76454, 0.764529, 0.764521, 0.764516, 0.764512, 0.76451, 0.764509, 0.764508, 0.764507, 0.764507, 0.764506, 0.764506, 0.764506, 0.764506, 0.764506, 0.764506, 0.764507, 0.764507, 0.764508, 0.764509, 0.76451, 0.764512, 0.764516, 0.764521, 0.764529, 0.76454, 0.764557, 0.764581, 0.764616, 0.764665, 0.764735, 0.764832, 0.764965, 0.765147, 0.765392, 0.76572, 0.766154, 0.766723, 0.767459, 0.768405, 0.769605, 0.771116, 0.772996, 0.775315, 0.778144, 0.781563, 0.785652, 0.790495, 0.796173, 0.802766, 0.810341, 0.818963, 0.828675, 0.839512, 0.851477, 0.864565, 0.878731, 0.89392, 0.91004, 0.926981, 0.944607, 0.962768, 0.981291, 1, 
1, 0.975338, 0.950919, 0.926981, 0.903744, 0.881414, 0.860163, 0.840143, 0.821465, 0.804217, 0.788441, 0.77416, 0.761355, 0.749992, 0.740004, 0.731316, 0.72383, 0.717448, 0.712057, 0.707552, 0.703821, 0.700766, 0.698287, 0.696297, 0.694713, 0.693468, 0.692497, 0.691748, 0.691176, 0.690744, 0.69042, 0.690181, 0.690005, 0.689877, 0.689786, 0.68972, 0.689674, 0.689642, 0.68962, 0.689605, 0.689595, 0.689588, 0.689584, 0.689581, 0.689579, 0.689578, 0.689577, 0.689577, 0.689576, 0.689576, 0.689576, 0.689576, 0.689576, 0.689576, 0.689577, 0.689577, 0.689578, 0.689579, 0.689581, 0.689584, 0.689588, 0.689595, 0.689605, 0.68962, 0.689642, 0.689674, 0.68972, 0.689786, 0.689877, 0.690005, 0.690181, 0.69042, 0.690744, 0.691176, 0.691748, 0.692497, 0.693468, 0.694713, 0.696297, 0.698287, 0.700766, 0.703821, 0.707552, 0.712057, 0.717448, 0.72383, 0.731316, 0.740004, 0.749992, 0.761355, 0.77416, 0.788441, 0.804217, 0.821465, 0.840143, 0.860163, 0.881414, 0.903744, 0.926981, 0.950919, 0.975338, 1, 
1, 0.969616, 0.939533, 0.91004, 0.881414, 0.8539, 0.827722, 0.803055, 0.780048, 0.758795, 0.739363, 0.721766, 0.705994, 0.691992, 0.679691, 0.668985, 0.659766, 0.651901, 0.645262, 0.639711, 0.635118, 0.631353, 0.6283, 0.625847, 0.623898, 0.622363, 0.621167, 0.620245, 0.619541, 0.619008, 0.61861, 0.618314, 0.618098, 0.617941, 0.617828, 0.617748, 0.617691, 0.617652, 0.617625, 0.617606, 0.617593, 0.617585, 0.61758, 0.617576, 0.617574, 0.617572, 0.617571, 0.617571, 0.61757, 0.61757, 0.61757, 0.61757, 0.61757, 0.61757, 0.617571, 0.617571, 0.617572, 0.617574, 0.617576, 0.61758, 0.617585, 0.617593, 0.617606, 0.617625, 0.617652, 0.617691, 0.617748, 0.617828, 0.617941, 0.618098, 0.618314, 0.61861, 0.619008, 0.619541, 0.620245, 0.621167, 0.622363, 0.623898, 0.625847, 0.6283, 0.631353, 0.635118, 0.639711, 0.645262, 0.651901, 0.659766, 0.668985, 0.679691, 0.691992, 0.705994, 0.721766, 0.739363, 0.758795, 0.780048, 0.803055, 0.827722, 0.8539, 0.881414, 0.91004, 0.939533, 0.969616, 1, 
1, 0.964172, 0.928697, 0.89392, 0.860163, 0.827722, 0.79685, 0.767767, 0.740634, 0.715577, 0.69266, 0.671914, 0.653313, 0.636807, 0.622299, 0.60968, 0.598806, 0.589536, 0.581706, 0.575163, 0.569745, 0.565308, 0.561708, 0.558817, 0.556518, 0.55471, 0.553299, 0.552212, 0.551382, 0.550754, 0.550284, 0.549937, 0.549681, 0.549496, 0.549363, 0.549269, 0.549202, 0.549156, 0.549124, 0.549102, 0.549087, 0.549077, 0.549071, 0.549066, 0.549064, 0.549062, 0.549061, 0.54906, 0.549059, 0.549059, 0.549059, 0.549059, 0.549059, 0.549059, 0.54906, 0.549061, 0.549062, 0.549064, 0.549066, 0.549071, 0.549077, 0.549087, 0.549102, 0.549124, 0.549156, 0.549202, 0.549269, 0.549363, 0.549496, 0.549681, 0.549937, 0.550284, 0.550754, 0.551382, 0.552212, 0.553299, 0.55471, 0.556518, 0.558817, 0.561708, 0.565308, 0.569745, 0.575163, 0.581706, 0.589536, 0.598806, 0.60968, 0.622299, 0.636807, 0.653313, 0.671914, 0.69266, 0.715577, 0.740634, 0.767767, 0.79685, 0.827722, 0.860163, 0.89392, 0.928697, 0.964172, 1, 
1, 0.959041, 0.918489, 0.878731, 0.840143, 0.803055, 0.767767, 0.734517, 0.703504, 0.674856, 0.648664, 0.624944, 0.603686, 0.584813, 0.568234, 0.553805, 0.54138, 0.53078, 0.521834, 0.514352, 0.508163, 0.503089, 0.498976, 0.495671, 0.493045, 0.490976, 0.489366, 0.488123, 0.487174, 0.486457, 0.48592, 0.485523, 0.485231, 0.485019, 0.484867, 0.484759, 0.484683, 0.48463, 0.484594, 0.484569, 0.484552, 0.484541, 0.484533, 0.484528, 0.484525, 0.484523, 0.484522, 0.484521, 0.48452, 0.48452, 0.48452, 0.48452, 0.48452, 0.48452, 0.484521, 0.484522, 0.484523, 0.484525, 0.484528, 0.484533, 0.484541, 0.484552, 0.484569, 0.484594, 0.48463, 0.484683, 0.484759, 0.484867, 0.485019, 0.485231, 0.485523, 0.48592, 0.486457, 0.487174, 0.488123, 0.489366, 0.490976, 0.493045, 0.495671, 0.498976, 0.503089, 0.508163, 0.514352, 0.521834, 0.53078, 0.54138, 0.553805, 0.568234, 0.584813, 0.603686, 0.624944, 0.648664, 0.674856, 0.703504, 0.734517, 0.767767, 0.803055, 0.840143, 0.878731, 0.918489, 0.959041, 1, 
1, 0.954257, 0.908964, 0.864565, 0.821465, 0.780048, 0.740634, 0.703504, 0.668864, 0.636876, 0.607619, 0.581135, 0.557389, 0.536319, 0.517799, 0.501691, 0.487812, 0.475979, 0.465985, 0.457634, 0.450721, 0.445058, 0.440463, 0.436775, 0.433841, 0.431533, 0.429734, 0.428347, 0.427287, 0.426487, 0.425888, 0.425444, 0.425118, 0.424882, 0.424713, 0.424592, 0.424507, 0.424448, 0.424407, 0.424379, 0.42436, 0.424348, 0.42434, 0.424334, 0.424331, 0.424328, 0.424327, 0.424326, 0.424325, 0.424325, 0.424325, 0.424325, 0.424325, 0.424325, 0.424326, 0.424327, 0.424328, 0.424331, 0.424334, 0.42434, 0.424348, 0.42436, 0.424379, 0.424407, 0.424448, 0.424507, 0.424592, 0.424713, 0.424882, 0.425118, 0.425444, 0.425888, 0.426487, 0.427287, 0.428347, 0.429734, 0.431533, 0.433841, 0.436775, 0.440463, 0.445058, 0.450721, 0.457634, 0.465985, 0.475979, 0.487812, 0.501691, 0.517799, 0.536319, 0.557389, 0.581135, 0.607619, 0.636876, 0.668864, 0.703504, 0.740634, 0.780048, 0.821465, 0.864565, 0.908964, 0.954257, 1, 
1, 0.949836, 0.900169, 0.851477, 0.804217, 0.758795, 0.715577, 0.674856, 0.636876, 0.601792, 0.569716, 0.540669, 0.514637, 0.491527, 0.471225, 0.453558, 0.438344, 0.425366, 0.414413, 0.405253, 0.397676, 0.391465, 0.38643, 0.382384, 0.37917, 0.376638, 0.374667, 0.373146, 0.371985, 0.371107, 0.370451, 0.369964, 0.369608, 0.369349, 0.369163, 0.369031, 0.368938, 0.368873, 0.368828, 0.368798, 0.368777, 0.368763, 0.368754, 0.368748, 0.368744, 0.368742, 0.36874, 0.368739, 0.368739, 0.368738, 0.368738, 0.368738, 0.368738, 0.368739, 0.368739, 0.36874, 0.368742, 0.368744, 0.368748, 0.368754, 0.368763, 0.368777, 0.368798, 0.368828, 0.368873, 0.368938, 0.369031, 0.369163, 0.369349, 0.369608, 0.369964, 0.370451, 0.371107, 0.371985, 0.373146, 0.374667, 0.376638, 0.37917, 0.382384, 0.38643, 0.391465, 0.397676, 0.405253, 0.414413, 0.425366, 0.438344, 0.453558, 0.471225, 0.491527, 0.514637, 0.540669, 0.569716, 0.601792, 0.636876, 0.674856, 0.715577, 0.758795, 0.804217, 0.851477, 0.900169, 0.949836, 1, 
